clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,rank,reputation,school,social,unhelpful
5,04/26/2017,5,4,5,1,5,5,5,27,5,Carleton College,5,0
4,04/05/2017,5,4,5,1,4,4,4,27,5,Carleton College,5,0
4,03/17/2017,5,4,5,2,5,4,4,27,4,Carleton College,4,0
5,02/20/2017,5,4,5,4,5,5,5,27,5,Carleton College,5,1
4,02/04/2017,5,3,5,2,5,4,4,27,5,Carleton College,4,1
4,01/27/2017,5,3,5,4,5,4,4,27,4,Carleton College,5,0
5,01/19/2017,5,5,5,3,5,5,5,27,5,Carleton College,5,0
5,01/11/2017,5,4,5,3,5,5,5,27,5,Carleton College,5,0
5,01/09/2017,5,4,5,2,4,4,5,27,5,Carleton College,5,0
4,12/28/2016,5,4,5,2,3,5,5,27,5,Carleton College,5,0
5,12/25/2016,5,5,5,3,5,4,5,27,5,Carleton College,5,0
5,12/08/2016,5,5,5,4,5,4,5,27,5,Carleton College,5,0
4,11/01/2016,5,4,5,13,5,4,5,27,5,Carleton College,5,0
5,10/21/2016,5,5,5,15,5,4,5,27,5,Carleton College,5,0
5,09/02/2016,5,4,5,18,5,4,5,27,5,Carleton College,5,0
4,08/29/2016,5,5,5,12,5,5,5,27,5,Carleton College,5,0
5,08/28/2016,4,4,5,8,5,4,5,27,5,Carleton College,5,1
5,08/26/2016,5,3,5,10,5,3,5,27,5,Carleton College,5,0
5,08/24/2016,5,4,5,5,5,4,5,27,5,Carleton College,5,0
5,08/01/2016,4,3,5,3,4,3,5,27,5,Carleton College,4,1
5,08/01/2016,5,4,5,9,5,4,5,27,5,Carleton College,5,2
5,07/28/2016,5,3,5,4,5,4,5,27,5,Carleton College,5,0
5,07/13/2016,5,3,5,10,4,3,5,27,5,Carleton College,5,0
5,06/09/2016,5,3,5,11,4,5,5,27,5,Carleton College,5,0
1,04/19/2016,3,3,2,4,1,1,1,27,3,Carleton College,3,51
5,03/23/2016,5,4,5,25,5,5,5,27,5,Carleton College,5,1
5,03/21/2016,5,3,5,15,4,4,5,27,5,Carleton College,5,1
4,03/05/2016,5,3,4,13,4,4,5,27,5,Carleton College,5,1
5,03/01/2016,4,3,4,10,5,4,5,27,5,Carleton College,4,1
4,03/01/2016,5,2,3,3,5,3,4,27,5,Carleton College,5,2
5,02/22/2016,5,3,5,8,4,4,5,27,5,Carleton College,5,1
5,12/20/2015,5,4,5,11,4,4,5,27,5,Carleton College,5,2
5,12/05/2015,5,3,5,15,4,4,5,27,5,Carleton College,5,0
5,11/27/2015,4,4,5,14,4,3,5,27,5,Carleton College,4,2
4,11/14/2015,5,4,3,7,3,4,5,27,5,Carleton College,5,0
4,11/08/2015,5,3,3,6,3,4,4,27,5,Carleton College,5,0
4,11/04/2015,4,4,5,6,3,4,5,27,5,Carleton College,5,0
4,11/04/2015,4,3,4,1,3,3,3,27,4,Carleton College,4,9
5,11/03/2015,5,4,4,9,5,4,5,27,5,Carleton College,5,0
4,10/30/2015,3,2,4,6,3,2,5,27,5,Carleton College,4,1
4,10/29/2015,5,3,4,10,3,4,5,27,5,Carleton College,5,6
5,09/01/2015,4,3,5,25,4,4,5,27,5,Carleton College,5,3
4,08/14/2015,4,3,5,36,4,4,5,27,5,Carleton College,5,0
4,07/20/2015,5,3,4,15,4,4,4,27,5,Carleton College,5,2
5,06/08/2015,4,3,4,9,1,4,5,27,4,Carleton College,5,3
4,06/01/2015,3,5,5,5,3,5,5,27,4,Carleton College,4,2
4,05/08/2015,5,3,5,9,5,3,5,27,5,Carleton College,5,8
3,03/27/2015,5,3,4,14,3,4,5,27,5,Carleton College,5,1
5,02/23/2015,5,3,5,5,3,5,5,27,5,Carleton College,5,2
5,02/23/2015,5,4,5,10,4,5,5,27,5,Carleton College,5,0
5,02/22/2015,4,5,5,13,4,4,4,27,5,Carleton College,4,0
5,02/10/2015,5,3,4,5,3,4,5,27,5,Carleton College,5,1
5,02/09/2015,5,3,5,5,5,3,5,27,5,Carleton College,5,3
5,01/10/2015,5,5,5,4,5,3,5,27,5,Carleton College,5,0
5,01/09/2015,5,5,5,1,4,5,5,27,5,Carleton College,5,1
4,12/25/2014,5,3,4,7,2,3,5,27,5,Carleton College,5,2
5,12/11/2014,4,1,4,2,3,4,5,27,5,Carleton College,4,2
4,12/01/2014,5,4,4,3,3,3,5,27,5,Carleton College,5,0
5,11/18/2014,4,3,3,2,3,3,4,27,4,Carleton College,4,3
4,11/11/2014,5,3,5,3,3,4,5,27,4,Carleton College,5,2
5,10/19/2014,5,3,5,3,3,4,4,27,5,Carleton College,5,0
3,10/08/2014,4,3,5,6,3,4,5,27,5,Carleton College,4,2
5,09/19/2014,5,4,4,1,5,5,5,27,5,Carleton College,5,4
5,09/02/2014,4,4,4,0,3,4,5,27,5,Carleton College,5,1
4,03/04/2014,5,3,4,2,4,3,5,27,5,Carleton College,5,0
3,02/04/2014,5,4,4,5,5,5,5,27,5,Carleton College,5,0
5,11/14/2013,5,4,5,4,3,4,5,27,5,Carleton College,5,0
5,11/12/2013,5,5,4,0,5,4,5,27,5,Carleton College,5,4
4,07/26/2013,5,4,5,2,4,5,5,27,5,Carleton College,5,0
5,07/16/2013,5,5,5,0,5,5,5,27,4,Carleton College,5,2
5,04/09/2013,5,3,5,1,5,3,5,27,5,Carleton College,5,0
5,01/31/2013,5,3,5,1,4,5,5,27,5,Carleton College,5,2
4,03/27/2012,5,4,4,2,4,5,5,27,5,Carleton College,5,0
4,02/27/2012,4,4,4,0,4,4,5,27,5,Carleton College,4,2
5,02/14/2012,5,4,5,0,4,4,5,27,5,Carleton College,5,1
3,02/06/2012,3,1,2,0,1,4,5,27,5,Carleton College,3,1
3,01/12/2012,4,2,3,0,5,3,3,27,4,Carleton College,3,1
5,12/30/2011,5,5,5,0,5,3,5,27,5,Carleton College,5,1
5,12/16/2011,5,4,5,0,4,2,5,27,5,Carleton College,5,0
4,11/08/2011,5,3,5,1,4,4,5,27,5,Carleton College,5,0
5,10/27/2011,5,5,5,0,5,5,5,27,5,Carleton College,5,1
2,08/30/2011,4,2,4,1,2,3,5,27,5,Carleton College,4,1
5,05/20/2011,5,4,5,0,4,4,5,27,5,Carleton College,5,0
5,05/20/2011,5,2,4,0,2,2,5,27,5,Carleton College,5,1
5,05/03/2011,5,4,5,0,5,5,5,27,5,Carleton College,5,0
5,05/03/2011,5,4,5,0,5,5,5,27,5,Carleton College,5,0
4,04/26/2011,3,2,3,0,3,2,5,27,5,Carleton College,3,0
5,02/03/2011,5,3,5,0,3,4,5,27,4,Carleton College,5,0
1,01/27/2011,1,1,1,0,1,1,1,27,1,Carleton College,1,6
5,01/02/2011,5,4,5,0,5,5,5,27,5,Carleton College,5,0
4,10/26/2010,4,4,4,0,4,3,5,27,4,Carleton College,4,0
3,08/19/2010,5,3,3,0,4,4,5,27,5,Carleton College,5,0
5,08/12/2010,5,3,4,0,5,5,5,27,5,Carleton College,5,0
5,07/21/2010,5,4,4,0,5,4,5,27,5,Carleton College,5,0
4,07/07/2010,4,3,4,0,4,3,5,27,5,Carleton College,4,0
4,05/01/2010,4,4,4,0,5,3,5,27,5,Carleton College,5,0
4,03/31/2017,5,3,5,0,3,4,5,28,5,Washington and Lee University,5,0
5,11/30/2016,4,5,5,2,3,4,4,28,5,Washington and Lee University,5,2
5,09/03/2016,5,5,5,1,3,4,5,28,5,Washington and Lee University,5,0
4,07/27/2016,5,5,5,1,5,4,5,28,5,Washington and Lee University,4,0
1,07/14/2016,5,3,3,0,4,3,3,28,4,Washington and Lee University,4,0
4,06/04/2016,4,3,5,0,5,5,5,28,5,Washington and Lee University,5,1
5,04/15/2016,5,3,4,2,3,3,5,28,5,Washington and Lee University,5,0
4,01/29/2016,4,3,5,3,3,3,5,28,5,Washington and Lee University,4,0
4,01/22/2016,4,3,5,1,4,4,5,28,4,Washington and Lee University,4,1
5,11/22/2015,5,4,5,1,4,4,5,28,5,Washington and Lee University,5,2
3,11/09/2015,5,4,4,1,3,3,5,28,4,Washington and Lee University,5,2
4,11/05/2015,5,4,5,1,5,5,4,28,5,Washington and Lee University,5,2
3,10/27/2015,5,3,4,1,4,4,5,28,4,Washington and Lee University,3,1
4,10/07/2015,5,3,5,1,5,4,5,28,5,Washington and Lee University,5,0
4,09/17/2015,5,4,5,1,4,3,4,28,5,Washington and Lee University,5,1
3,07/30/2015,5,3,5,1,4,4,4,28,5,Washington and Lee University,4,1
3,06/15/2015,5,3,4,1,3,4,4,28,4,Washington and Lee University,4,0
4,05/08/2015,4,4,4,1,3,4,4,28,5,Washington and Lee University,3,0
4,04/01/2015,4,3,5,1,2,3,4,28,5,Washington and Lee University,5,0
1,03/30/2015,5,3,4,0,5,4,3,28,5,Washington and Lee University,3,0
5,03/12/2015,5,3,4,1,3,4,5,28,5,Washington and Lee University,5,1
5,02/09/2015,4,3,5,0,3,4,5,28,5,Washington and Lee University,5,0
5,02/04/2015,4,3,5,1,4,3,5,28,4,Washington and Lee University,5,0
5,12/23/2014,4,3,5,1,5,3,5,28,5,Washington and Lee University,5,0
5,11/30/2014,3,1,5,0,1,1,5,28,5,Washington and Lee University,4,0
5,11/07/2014,4,3,5,1,5,4,5,28,5,Washington and Lee University,4,0
4,11/06/2014,4,3,4,0,3,2,3,28,5,Washington and Lee University,5,1
3,11/05/2014,3,3,4,2,2,3,3,28,5,Washington and Lee University,4,3
5,11/03/2014,4,5,5,3,4,4,5,28,5,Washington and Lee University,5,1
5,10/30/2014,4,3,4,2,3,3,5,28,5,Washington and Lee University,5,4
5,10/29/2014,4,3,4,0,3,3,4,28,4,Washington and Lee University,4,2
5,06/15/2014,4,4,4,0,5,5,5,28,5,Washington and Lee University,5,2
5,04/28/2014,3,1,5,0,2,4,1,28,5,Washington and Lee University,4,1
5,03/26/2014,4,3,5,0,3,4,5,28,5,Washington and Lee University,5,0
5,02/24/2014,5,4,5,0,5,5,5,28,5,Washington and Lee University,5,1
5,11/04/2013,4,4,5,0,5,4,5,28,5,Washington and Lee University,5,1
5,10/28/2013,4,4,5,1,5,4,5,28,5,Washington and Lee University,4,1
5,05/31/2013,5,4,5,0,4,3,5,28,5,Washington and Lee University,5,0
5,03/14/2013,5,5,5,0,5,5,5,28,5,Washington and Lee University,5,0
5,12/27/2012,5,4,5,0,4,4,5,28,5,Washington and Lee University,5,0
5,11/22/2012,5,1,5,0,4,5,5,28,5,Washington and Lee University,5,0
5,08/23/2012,4,3,5,0,4,2,5,28,5,Washington and Lee University,4,0
5,08/03/2012,5,5,5,0,4,4,5,28,5,Washington and Lee University,5,0
5,01/11/2012,5,3,5,0,3,4,5,28,5,Washington and Lee University,5,0
5,12/18/2011,5,3,5,0,4,3,5,28,5,Washington and Lee University,5,0
5,11/21/2011,4,4,5,0,3,2,5,28,4,Washington and Lee University,5,0
4,11/09/2011,4,3,3,0,2,2,5,28,5,Washington and Lee University,5,0
5,10/27/2011,5,5,5,0,5,4,5,28,5,Washington and Lee University,5,0
5,10/04/2011,5,3,2,0,3,2,5,28,5,Washington and Lee University,5,0
5,09/07/2011,4,3,5,0,3,4,5,28,5,Washington and Lee University,4,0
5,08/06/2011,3,4,4,0,5,4,5,28,5,Washington and Lee University,4,0
5,03/29/2011,4,3,4,0,2,3,5,28,5,Washington and Lee University,4,0
5,03/18/2011,4,4,5,0,4,5,5,28,5,Washington and Lee University,5,0
4,02/20/2011,5,5,5,0,5,3,5,28,5,Washington and Lee University,5,0
5,12/13/2010,2,3,5,0,2,1,5,28,5,Washington and Lee University,3,0
5,10/19/2010,5,4,5,0,3,2,5,28,5,Washington and Lee University,5,0
5,09/30/2010,5,4,4,0,4,3,5,28,5,Washington and Lee University,5,0
5,09/07/2010,5,3,5,0,2,4,5,28,5,Washington and Lee University,5,0
4,08/12/2010,5,4,3,0,3,3,5,28,5,Washington and Lee University,5,0
5,08/02/2010,5,5,5,0,5,5,5,28,5,Washington and Lee University,5,0
5,07/01/2010,4,3,4,0,4,3,5,28,5,Washington and Lee University,5,0
4,06/12/2010,4,4,3,0,2,4,5,28,5,Washington and Lee University,5,0
5,04/30/2010,4,4,4,0,5,5,5,28,5,Washington and Lee University,5,0
4,07/08/2017,5,5,3,0,4,3,4,29,5,Cornell University,3,0
5,06/04/2017,4,5,5,1,5,5,5,29,5,Cornell University,5,0
5,06/03/2017,5,4,5,0,3,4,5,29,5,Cornell University,5,0
4,05/17/2017,5,4,4,3,5,5,5,29,5,Cornell University,4,0
4,04/17/2017,5,5,5,2,5,4,5,29,5,Cornell University,5,6
4,04/10/2017,4,5,4,2,4,2,3,29,4,Cornell University,4,1
4,04/03/2017,3,5,1,5,4,1,2,29,4,Cornell University,3,2
4,03/08/2017,5,4,4,1,5,4,5,29,5,Cornell University,3,1
3,03/03/2017,5,4,4,3,5,4,4,29,5,Cornell University,4,0
2,02/15/2017,1,2,1,9,1,1,1,29,5,Cornell University,1,28
5,02/08/2017,5,5,5,8,5,4,4,29,5,Cornell University,5,2
2,02/02/2017,2,2,1,2,5,1,1,29,5,Cornell University,1,6
2,01/03/2017,2,4,1,9,4,4,3,29,5,Cornell University,2,2
5,12/28/2016,5,5,5,2,5,4,5,29,5,Cornell University,5,7
4,12/20/2016,5,4,5,8,4,3,5,29,5,Cornell University,5,5
5,12/02/2016,4,5,5,5,5,4,5,29,5,Cornell University,5,2
5,11/29/2016,3,4,5,7,3,4,4,29,5,Cornell University,3,0
4,11/09/2016,5,4,4,2,5,2,5,29,5,Cornell University,3,2
1,11/03/2016,4,3,1,5,4,2,4,29,5,Cornell University,3,3
4,10/28/2016,4,5,4,4,5,5,4,29,5,Cornell University,4,0
5,10/25/2016,5,5,5,1,5,4,5,29,5,Cornell University,5,1
5,10/24/2016,3,5,5,4,4,5,5,29,5,Cornell University,3,1
5,10/10/2016,3,5,4,1,4,4,5,29,5,Cornell University,3,0
4,09/24/2016,5,3,3,1,5,3,4,29,5,Cornell University,5,0
5,09/06/2016,5,5,5,1,5,5,5,29,5,Cornell University,5,4
3,09/01/2016,3,5,3,2,4,2,4,29,5,Cornell University,3,1
3,08/15/2016,3,5,3,6,3,1,2,29,5,Cornell University,3,2
5,08/14/2016,4,5,4,3,4,4,2,29,5,Cornell University,4,1
5,08/10/2016,5,4,5,3,5,5,5,29,3,Cornell University,5,1
5,07/20/2016,5,5,5,1,5,4,5,29,5,Cornell University,5,0
5,07/01/2016,5,5,5,10,5,5,5,29,5,Cornell University,5,0
5,06/25/2016,5,5,5,4,5,4,4,29,5,Cornell University,5,0
5,06/22/2016,5,5,4,1,3,4,2,29,5,Cornell University,5,0
5,06/06/2016,4,5,3,1,4,5,3,29,5,Cornell University,4,0
5,05/19/2016,5,5,2,3,4,3,3,29,5,Cornell University,5,0
4,04/28/2016,5,5,5,3,5,3,5,29,5,Cornell University,5,0
4,04/11/2016,4,4,4,2,4,3,4,29,5,Cornell University,5,0
4,04/03/2016,5,5,5,6,5,4,5,29,5,Cornell University,5,2
5,02/24/2016,4,4,3,1,5,3,3,29,5,Cornell University,5,3
5,01/21/2016,5,3,5,1,5,2,4,29,5,Cornell University,5,1
5,01/11/2016,5,5,5,4,5,5,3,29,5,Cornell University,5,2
5,12/29/2015,5,5,5,1,5,3,5,29,5,Cornell University,5,0
5,12/28/2015,5,5,4,7,5,4,5,29,5,Cornell University,5,0
5,12/21/2015,5,3,3,2,5,4,4,29,5,Cornell University,5,0
5,12/10/2015,5,4,4,3,4,5,5,29,5,Cornell University,5,0
4,12/08/2015,5,5,4,0,4,3,4,29,5,Cornell University,5,0
5,11/23/2015,5,4,5,0,5,3,5,29,5,Cornell University,5,1
4,11/23/2015,5,4,4,0,4,3,4,29,5,Cornell University,5,1
5,11/11/2015,5,5,5,5,5,5,5,29,5,Cornell University,5,0
4,11/09/2015,5,4,4,3,3,2,4,29,5,Cornell University,5,0
5,11/09/2015,5,5,5,2,5,5,5,29,5,Cornell University,5,0
5,10/27/2015,5,1,2,0,3,1,4,29,5,Cornell University,5,1
5,10/24/2015,5,5,5,2,5,5,4,29,5,Cornell University,5,0
4,10/19/2015,5,3,5,1,3,3,4,29,5,Cornell University,5,0
3,10/07/2015,5,3,3,1,4,2,3,29,5,Cornell University,4,3
5,10/02/2015,4,4,4,1,5,4,4,29,5,Cornell University,5,0
4,10/01/2015,5,5,5,1,3,4,5,29,5,Cornell University,5,1
4,09/27/2015,4,4,4,2,5,3,4,29,5,Cornell University,5,2
5,09/24/2015,5,5,5,3,3,4,5,29,5,Cornell University,5,0
4,09/19/2015,4,4,4,3,5,4,4,29,5,Cornell University,5,0
5,09/01/2015,5,5,5,5,5,5,5,29,5,Cornell University,5,0
5,08/18/2015,5,5,5,3,5,5,5,29,5,Cornell University,5,3
5,08/12/2015,4,3,4,3,3,4,4,29,4,Cornell University,4,2
5,07/09/2015,4,4,5,3,4,3,4,29,5,Cornell University,5,1
5,06/18/2015,4,4,4,3,5,4,4,29,5,Cornell University,5,0
5,05/07/2015,3,5,2,2,4,2,3,29,4,Cornell University,4,0
5,05/06/2015,5,3,5,1,4,4,5,29,5,Cornell University,5,0
4,05/04/2015,3,5,3,2,4,4,4,29,5,Cornell University,4,0
