clubs,date,facilities,food,happiness,helpful,internet,location,opportunities,reputation,school,social,unhelpful
4,12/13/2016,3,2,5,0,3,4,5,5,United States Naval Academy,2,0
3,12/02/2016,4,3,3,0,1,3,5,5,United States Naval Academy,3,0
4,11/30/2016,4,3,3,0,3,4,5,5,United States Naval Academy,3,0
3,11/21/2016,5,3,1,0,1,5,5,5,United States Naval Academy,2,0
3,05/08/2016,3,2,3,1,3,4,5,5,United States Naval Academy,3,0
4,05/07/2016,5,3,3,0,3,5,5,5,United States Naval Academy,2,0
5,05/05/2016,5,3,3,0,4,5,5,5,United States Naval Academy,3,0
4,05/02/2016,5,3,4,0,4,5,5,5,United States Naval Academy,4,0
5,05/02/2016,5,5,5,0,4,5,5,5,United States Naval Academy,5,0
4,05/02/2016,5,3,3,0,3,4,5,5,United States Naval Academy,3,0
4,04/27/2016,3,2,2,0,2,4,4,5,United States Naval Academy,3,0
4,04/24/2016,4,1,3,1,1,5,3,5,United States Naval Academy,4,0
5,04/08/2016,4,1,5,0,3,4,3,5,United States Naval Academy,4,0
3,01/09/2016,4,4,3,0,3,4,3,5,United States Naval Academy,5,0
5,01/09/2016,5,5,5,0,3,5,5,5,United States Naval Academy,5,3
5,01/05/2016,4,3,5,0,2,4,3,5,United States Naval Academy,5,1
5,12/22/2015,5,4,3,0,4,5,5,5,United States Naval Academy,5,1
5,12/03/2015,5,5,5,0,5,5,5,5,United States Naval Academy,5,2
5,12/01/2015,4,3,3,0,1,4,3,5,United States Naval Academy,4,0
5,12/01/2015,4,3,3,0,3,4,4,5,United States Naval Academy,4,0
5,11/30/2015,3,3,2,0,5,4,3,5,United States Naval Academy,3,0
5,08/23/2015,5,4,5,0,4,5,4,5,United States Naval Academy,5,0
5,04/28/2015,5,3,3,0,4,5,5,5,United States Naval Academy,5,0
5,04/28/2015,5,3,3,0,2,5,3,5,United States Naval Academy,5,0
5,04/21/2015,4,3,4,0,1,5,3,5,United States Naval Academy,5,1
5,04/21/2015,4,4,5,0,3,5,5,5,United States Naval Academy,5,0
5,04/20/2015,4,3,2,0,3,3,4,5,United States Naval Academy,5,1
5,02/11/2015,3,3,3,1,2,5,2,5,United States Naval Academy,4,0
5,01/05/2015,4,1,1,2,1,5,1,4,United States Naval Academy,5,0
5,01/05/2015,3,1,2,0,2,4,3,4,United States Naval Academy,3,1
4,01/03/2015,3,3,1,2,3,4,3,5,United States Naval Academy,4,1
5,01/01/2015,5,1,3,0,1,4,5,5,United States Naval Academy,4,2
5,12/08/2014,5,3,2,0,3,4,3,5,United States Naval Academy,5,1
5,12/07/2014,4,3,3,0,1,5,4,5,United States Naval Academy,5,1
5,12/05/2014,4,3,4,0,3,4,4,5,United States Naval Academy,5,2
3,12/04/2014,3,2,2,0,2,3,3,5,United States Naval Academy,3,0
5,12/04/2014,3,2,3,0,3,4,3,5,United States Naval Academy,4,1
5,12/04/2014,3,3,1,0,3,3,4,5,United States Naval Academy,4,1
4,12/04/2014,5,1,1,1,1,4,1,5,United States Naval Academy,4,0
5,12/03/2014,4,4,2,1,4,3,3,5,United States Naval Academy,5,0
5,12/01/2014,5,3,3,1,4,5,4,5,United States Naval Academy,5,0
5,11/29/2014,5,4,5,1,4,5,5,5,United States Naval Academy,5,2
5,11/24/2014,3,1,1,1,1,5,3,4,United States Naval Academy,3,0
5,11/18/2014,5,4,3,0,3,5,5,5,United States Naval Academy,5,1
5,11/15/2014,4,2,2,0,1,5,3,5,United States Naval Academy,4,0
5,11/02/2014,3,3,4,2,3,4,4,4,United States Naval Academy,3,0
5,10/22/2014,3,3,3,0,3,5,3,5,United States Naval Academy,4,0
5,10/07/2014,4,3,1,0,3,5,3,5,United States Naval Academy,5,0
5,09/24/2014,4,2,3,2,1,5,2,5,United States Naval Academy,4,1
5,08/19/2014,5,4,4,0,3,4,5,5,United States Naval Academy,5,1
5,07/21/2014,4,3,1,4,1,4,1,5,United States Naval Academy,4,5
5,04/26/2014,5,5,5,0,5,5,5,5,United States Naval Academy,5,0
5,04/20/2014,5,5,5,0,5,5,5,5,United States Naval Academy,5,0
5,12/08/2013,5,2,3,1,2,4,5,5,United States Naval Academy,4,1
5,12/04/2013,4,4,3,1,4,5,5,5,United States Naval Academy,4,1
5,12/04/2013,5,2,2,2,1,4,5,4,United States Naval Academy,5,0
5,12/03/2013,4,4,3,0,3,4,5,4,United States Naval Academy,5,1
5,12/01/2013,5,4,5,0,4,5,5,5,United States Naval Academy,5,0
5,11/15/2013,5,2,3,1,3,4,5,5,United States Naval Academy,5,0
5,09/12/2013,5,2,4,0,3,5,5,4,United States Naval Academy,5,0
5,05/09/2013,5,4,5,0,3,5,5,4,United States Naval Academy,5,0
5,05/07/2013,3,3,3,0,2,5,5,5,United States Naval Academy,4,0
5,05/07/2013,5,3,2,0,5,5,5,5,United States Naval Academy,5,0
5,04/22/2013,4,2,1,1,1,5,1,5,United States Naval Academy,4,0
5,01/07/2013,4,2,1,0,2,3,3,5,United States Naval Academy,5,0
5,12/23/2012,3,2,1,0,3,4,5,5,United States Naval Academy,4,0
5,12/02/2012,4,2,2,0,1,5,5,5,United States Naval Academy,5,0
5,11/26/2012,5,2,1,0,1,4,5,4,United States Naval Academy,5,0
5,09/23/2012,5,2,2,0,2,3,1,5,United States Naval Academy,5,0
5,05/06/2012,4,2,1,0,3,5,5,5,United States Naval Academy,5,0
5,04/24/2012,4,3,2,0,4,5,5,5,United States Naval Academy,5,0
3,04/23/2012,3,1,1,0,1,4,1,5,United States Naval Academy,2,0
5,04/10/2012,5,3,4,0,5,4,5,5,United States Naval Academy,5,0
5,02/01/2012,5,2,5,0,5,5,5,5,United States Naval Academy,5,0
5,12/14/2011,5,1,2,0,1,5,5,5,United States Naval Academy,5,0
5,12/12/2011,4,3,3,0,3,5,5,5,United States Naval Academy,5,0
5,09/21/2011,3,3,2,0,3,4,5,5,United States Naval Academy,4,0
5,05/12/2011,5,2,5,0,2,5,3,5,United States Naval Academy,5,0
5,04/28/2011,5,3,5,0,2,5,5,5,United States Naval Academy,5,0
5,04/28/2011,5,2,1,0,1,4,3,5,United States Naval Academy,5,0
5,04/25/2011,4,1,4,0,3,5,5,5,United States Naval Academy,5,0
5,04/13/2011,5,2,1,0,3,3,5,4,United States Naval Academy,5,0
5,04/10/2011,4,3,3,0,1,1,5,5,United States Naval Academy,4,0
5,02/14/2011,1,1,1,0,1,4,5,4,United States Naval Academy,2,0
4,02/08/2011,3,2,1,0,2,4,3,3,United States Naval Academy,4,0
4,01/20/2011,3,1,1,0,1,1,1,5,United States Naval Academy,4,0
5,01/10/2011,5,4,4,0,5,5,5,5,United States Naval Academy,5,0
3,12/10/2010,2,5,3,0,1,5,1,4,United States Naval Academy,2,0
5,12/07/2010,5,3,2,0,2,4,5,5,United States Naval Academy,5,0
4,12/02/2010,3,1,1,0,1,3,1,5,United States Naval Academy,3,0
5,12/02/2010,4,3,4,0,4,4,5,5,United States Naval Academy,5,0
5,11/30/2010,4,4,5,0,2,4,5,5,United States Naval Academy,5,0
5,11/11/2010,4,4,3,0,4,5,5,5,United States Naval Academy,5,0
5,11/04/2010,5,3,5,0,5,5,1,5,United States Naval Academy,5,0
1,09/24/2010,1,1,1,0,1,1,1,1,United States Naval Academy,1,0
5,09/15/2010,4,4,3,0,3,4,5,5,United States Naval Academy,4,0
5,09/01/2010,4,2,3,0,3,5,5,5,United States Naval Academy,5,0
5,08/13/2010,2,1,1,0,3,5,5,5,United States Naval Academy,4,0
5,08/09/2010,4,4,3,0,3,5,5,5,United States Naval Academy,4,0
5,08/04/2010,5,4,4,0,3,4,5,4,United States Naval Academy,5,0
5,04/27/2010,5,3,4,0,3,5,5,5,United States Naval Academy,5,0
5,04/26/2010,3,4,4,0,3,5,5,5,United States Naval Academy,4,0
5,04/22/2010,5,3,3,0,3,5,5,5,United States Naval Academy,5,0
5,04/21/2010,5,4,4,0,3,4,5,5,United States Naval Academy,5,0
5,04/09/2010,4,4,5,0,4,5,5,5,United States Naval Academy,5,0
3,05/09/2017,4,3,4,0,3,5,4,5,Davidson College,4,0
4,11/21/2016,4,4,5,0,5,5,3,4,Davidson College,4,0
4,11/03/2016,4,4,5,0,3,5,5,5,Davidson College,4,1
5,10/25/2016,4,4,5,0,5,4,5,5,Davidson College,5,0
4,10/05/2016,4,3,4,2,3,4,4,5,Davidson College,4,0
4,08/10/2016,5,3,5,1,3,4,5,5,Davidson College,4,0
1,08/08/2016,3,3,5,0,3,4,4,5,Davidson College,3,1
5,08/01/2016,4,3,3,0,3,3,4,4,Davidson College,3,0
2,05/07/2016,5,3,4,0,3,3,4,5,Davidson College,3,0
4,04/20/2016,5,3,5,0,3,5,5,4,Davidson College,5,0
3,04/06/2016,4,3,5,0,2,4,4,4,Davidson College,4,0
4,01/14/2016,4,3,4,0,3,5,4,5,Davidson College,3,1
5,01/04/2016,5,5,5,1,4,5,5,5,Davidson College,5,1
5,01/03/2016,4,4,5,0,3,4,5,5,Davidson College,4,1
3,12/07/2015,4,3,4,2,2,4,4,5,Davidson College,3,1
4,12/07/2015,5,3,3,4,3,4,4,5,Davidson College,4,2
5,10/31/2015,5,5,5,1,4,5,5,5,Davidson College,5,0
4,08/02/2015,5,3,3,2,2,5,4,5,Davidson College,5,7
5,07/15/2015,5,5,5,4,4,4,5,5,Davidson College,4,0
3,07/01/2015,4,3,1,2,4,4,3,5,Davidson College,1,1
5,03/25/2015,5,4,4,0,3,4,4,5,Davidson College,5,1
5,12/12/2014,4,3,5,3,3,4,5,5,Davidson College,5,0
5,11/05/2014,5,4,4,2,3,5,5,5,Davidson College,5,1
5,11/03/2014,5,4,5,1,5,4,5,5,Davidson College,5,3
4,11/01/2014,4,4,3,5,3,3,3,5,Davidson College,5,2
5,10/27/2014,5,3,3,1,3,4,4,5,Davidson College,5,2
5,10/20/2014,4,4,3,2,3,5,5,5,Davidson College,5,1
5,09/19/2014,5,4,5,4,3,5,5,5,Davidson College,5,0
5,11/27/2013,4,3,3,1,2,5,5,5,Davidson College,5,0
5,10/24/2013,5,5,5,2,5,5,5,5,Davidson College,5,1
5,09/06/2013,5,5,5,1,5,5,5,5,Davidson College,5,1
5,01/05/2013,5,3,4,1,3,4,5,5,Davidson College,5,0
5,12/05/2012,5,2,4,0,4,4,5,5,Davidson College,5,0
4,07/18/2012,5,2,2,1,4,4,5,5,Davidson College,5,0
4,06/21/2012,4,4,4,0,5,5,5,5,Davidson College,5,0
4,05/23/2012,3,3,4,0,4,4,5,5,Davidson College,4,0
5,01/23/2012,4,2,5,0,3,5,5,5,Davidson College,5,0
5,01/10/2012,5,4,4,0,5,5,5,5,Davidson College,5,0
5,01/01/2012,4,3,3,0,4,5,5,5,Davidson College,5,0
5,11/22/2011,5,2,4,1,3,5,5,5,Davidson College,5,0
4,11/15/2011,5,4,4,0,4,4,5,5,Davidson College,5,0
5,11/13/2011,5,5,5,0,5,5,5,5,Davidson College,5,0
4,11/01/2011,4,5,5,0,4,4,5,5,Davidson College,5,0
2,08/19/2011,3,2,1,0,2,2,5,5,Davidson College,3,0
5,08/01/2011,3,3,3,0,4,4,5,4,Davidson College,4,0
5,07/25/2011,5,5,5,1,5,5,5,5,Davidson College,5,0
5,07/19/2011,4,4,5,0,4,5,5,5,Davidson College,4,0
5,06/10/2011,3,3,5,0,4,4,5,5,Davidson College,4,0
5,04/09/2011,4,4,4,0,3,5,5,5,Davidson College,5,0
4,03/31/2011,3,4,5,0,5,4,5,5,Davidson College,4,0
5,02/20/2011,5,4,4,0,4,5,5,5,Davidson College,5,0
4,01/03/2011,4,3,3,0,4,4,5,5,Davidson College,5,0
4,01/03/2011,4,1,4,0,3,5,5,5,Davidson College,5,0
4,11/02/2010,5,4,5,0,5,5,5,5,Davidson College,5,0
5,10/28/2010,5,3,4,0,3,5,5,5,Davidson College,5,0
5,10/27/2010,5,4,4,0,5,4,5,5,Davidson College,5,0
5,08/04/2010,5,4,5,0,3,3,5,5,Davidson College,5,0
5,08/02/2010,4,4,4,0,4,5,5,5,Davidson College,5,0
4,07/24/2010,4,5,4,0,5,3,5,5,Davidson College,5,0
5,06/10/2010,4,3,3,0,5,4,5,5,Davidson College,5,0
5,05/10/2010,5,2,4,0,3,4,5,5,Davidson College,5,0
5,05/16/2017,5,5,5,6,4,4,5,5,Duke University,5,0
4,05/03/2017,5,3,3,2,5,3,5,5,Duke University,4,0
4,05/01/2017,4,3,3,2,1,4,5,5,Duke University,3,0
4,04/11/2017,5,5,4,0,3,5,5,5,Duke University,4,2
5,04/03/2017,5,4,4,2,3,4,5,5,Duke University,3,2
3,03/31/2017,5,4,4,1,4,4,5,5,Duke University,3,1
3,03/30/2017,5,5,5,1,5,4,5,5,Duke University,4,0
4,03/27/2017,5,5,3,1,4,5,5,5,Duke University,4,0
4,03/27/2017,5,4,3,1,4,3,3,5,Duke University,4,0
5,03/15/2017,5,5,4,1,4,4,5,5,Duke University,4,0
4,02/27/2017,5,5,5,3,5,3,4,5,Duke University,5,1
4,02/21/2017,3,3,2,2,1,2,4,5,Duke University,3,5
5,01/19/2017,5,5,5,8,5,4,5,5,Duke University,5,2
4,01/14/2017,5,5,5,1,3,4,5,5,Duke University,4,0
3,01/10/2017,4,4,5,0,4,3,5,5,Duke University,3,1
4,12/21/2016,5,5,5,2,5,5,5,5,Duke University,5,0
5,12/19/2016,5,5,5,2,5,4,5,5,Duke University,5,0
5,12/03/2016,5,5,5,5,4,5,5,5,Duke University,5,1
5,11/09/2016,5,5,4,4,5,3,5,4,Duke University,4,2
4,11/04/2016,4,4,3,3,1,4,4,5,Duke University,4,3
3,10/26/2016,2,3,1,3,3,1,2,3,Duke University,2,7
5,08/30/2016,5,5,4,2,3,4,5,5,Duke University,5,1
4,06/19/2016,4,3,4,2,4,3,4,5,Duke University,4,0
4,05/12/2016,5,3,4,4,5,4,5,4,Duke University,5,2
4,05/03/2016,4,3,2,6,3,3,3,5,Duke University,4,6
5,04/29/2016,5,3,3,4,3,3,3,5,Duke University,5,1
5,04/10/2016,5,5,5,3,3,5,5,5,Duke University,5,0
5,04/07/2016,5,2,3,5,4,4,3,5,Duke University,5,0
5,03/09/2016,5,5,5,1,5,5,5,5,Duke University,5,4
5,02/16/2016,5,4,5,2,5,5,3,5,Duke University,5,3
5,01/13/2016,5,4,4,0,5,4,5,5,Duke University,5,0
5,12/24/2015,5,3,5,4,5,5,2,5,Duke University,5,0
4,12/24/2015,5,3,4,3,5,3,3,5,Duke University,4,1
5,12/15/2015,4,3,3,2,3,5,5,5,Duke University,5,1
5,12/15/2015,5,3,2,3,5,4,5,5,Duke University,5,3
5,12/15/2015,5,4,5,3,5,5,5,5,Duke University,5,1
5,12/11/2015,5,5,5,2,5,5,5,5,Duke University,5,3
5,12/04/2015,5,5,5,0,5,4,5,5,Duke University,5,2
5,12/04/2015,5,5,5,1,5,4,5,5,Duke University,5,0
5,12/02/2015,5,3,4,4,4,4,3,5,Duke University,5,1
4,11/28/2015,4,5,3,3,5,4,5,5,Duke University,5,1
5,11/18/2015,5,3,4,1,3,3,4,5,Duke University,5,2
4,11/15/2015,5,4,3,0,4,4,5,5,Duke University,5,1
5,11/13/2015,5,4,4,1,5,4,4,5,Duke University,5,1
5,11/10/2015,5,5,5,1,5,4,5,5,Duke University,5,0
5,11/09/2015,5,4,4,0,4,4,4,5,Duke University,5,0
5,11/08/2015,5,3,3,0,4,5,3,5,Duke University,5,2
5,10/29/2015,4,5,4,0,5,4,5,5,Duke University,5,0
5,10/22/2015,5,5,5,2,5,5,5,5,Duke University,5,5
5,10/04/2015,5,5,5,1,5,5,5,5,Duke University,5,3
5,10/03/2015,5,5,5,0,4,4,5,5,Duke University,5,2
5,09/30/2015,5,5,5,0,5,5,5,5,Duke University,5,3
5,09/22/2015,5,5,5,3,5,4,5,5,Duke University,5,4
5,08/30/2015,5,4,5,0,4,5,5,5,Duke University,5,1
5,08/24/2015,5,4,3,0,5,4,5,5,Duke University,5,0
5,07/29/2015,4,4,4,0,5,4,5,5,Duke University,5,1
5,07/20/2015,5,3,4,1,4,5,5,5,Duke University,5,1
5,06/22/2015,5,5,5,3,5,5,5,5,Duke University,5,2
5,06/15/2015,5,3,5,1,5,3,5,5,Duke University,5,1
5,05/25/2015,5,5,4,0,5,4,5,5,Duke University,5,1
5,04/29/2015,5,5,5,2,5,4,5,5,Duke University,5,4
5,04/27/2015,5,3,4,2,4,4,5,5,Duke University,5,1
4,04/27/2015,3,1,2,2,4,3,1,4,Duke University,3,3
4,04/23/2015,3,2,3,2,1,4,2,5,Duke University,4,2
4,04/21/2015,4,3,5,5,3,4,5,5,Duke University,5,0
5,04/02/2015,5,2,4,1,5,4,5,5,Duke University,5,0
5,01/25/2015,5,2,4,4,4,3,4,5,Duke University,5,1
5,01/09/2015,5,4,4,1,3,4,5,5,Duke University,5,1
5,12/17/2014,5,3,4,6,5,3,4,5,Duke University,5,2
5,12/11/2014,5,3,5,2,4,4,5,5,Duke University,5,4
5,12/09/2014,5,3,5,1,5,5,5,5,Duke University,5,2
5,12/09/2014,4,4,5,1,4,5,4,5,Duke University,5,2
5,12/08/2014,5,3,4,1,5,4,4,5,Duke University,5,0
5,12/07/2014,4,4,3,3,5,5,4,5,Duke University,5,1
4,12/04/2014,4,2,1,0,5,2,1,5,Duke University,4,8
5,12/03/2014,5,4,4,1,5,5,5,5,Duke University,5,0
4,12/02/2014,5,5,3,1,4,4,3,5,Duke University,5,0
5,11/26/2014,5,3,5,0,4,5,5,5,Duke University,5,0
5,11/19/2014,5,3,4,0,4,5,4,5,Duke University,5,1
5,11/18/2014,5,3,5,0,5,4,5,5,Duke University,5,0
5,11/18/2014,5,2,4,0,3,4,5,5,Duke University,5,0
5,11/18/2014,5,3,4,0,3,5,5,5,Duke University,5,0
5,11/13/2014,5,3,5,0,5,3,4,5,Duke University,5,2
4,11/11/2014,4,3,2,0,3,2,3,5,Duke University,4,3
4,11/05/2014,5,4,4,2,5,4,4,5,Duke University,5,3
5,11/03/2014,5,4,4,2,4,4,4,5,Duke University,5,1
5,11/02/2014,5,3,5,0,5,4,5,5,Duke University,5,1
4,10/31/2014,4,3,4,0,5,4,5,5,Duke University,5,1
5,10/30/2014,5,4,4,0,5,4,5,5,Duke University,5,1
5,10/29/2014,5,4,5,0,5,5,5,5,Duke University,5,2
5,10/29/2014,5,5,4,1,5,5,5,5,Duke University,5,1
5,10/28/2014,5,4,5,1,5,5,5,5,Duke University,5,1
5,10/28/2014,5,5,5,0,5,5,5,5,Duke University,5,1
5,10/28/2014,5,3,5,0,5,3,5,5,Duke University,5,1
4,10/27/2014,3,1,4,0,3,4,5,5,Duke University,4,1
4,10/27/2014,5,3,4,1,4,4,5,5,Duke University,5,1
5,10/27/2014,5,4,5,1,4,4,4,5,Duke University,5,1
5,10/20/2014,5,5,5,0,5,4,5,5,Duke University,5,1
4,09/19/2014,5,5,3,5,5,3,3,5,Duke University,5,1
5,09/08/2014,5,5,5,0,5,5,5,5,Duke University,5,1
5,09/08/2014,5,5,5,0,5,5,5,5,Duke University,5,0
5,08/24/2014,5,5,5,0,5,5,5,5,Duke University,5,1
5,08/24/2014,5,5,5,0,5,4,5,5,Duke University,5,0
5,08/18/2014,5,4,4,0,5,5,5,5,Duke University,5,0
5,07/29/2014,4,4,4,0,5,4,5,5,Duke University,5,0
5,07/24/2014,5,4,5,0,5,5,5,5,Duke University,5,0
5,07/24/2014,5,5,5,0,5,5,5,5,Duke University,5,0
5,07/15/2014,5,5,5,1,5,5,5,5,Duke University,5,0
5,07/14/2014,5,5,4,0,5,5,5,5,Duke University,5,0
5,07/11/2014,5,5,5,0,5,5,5,5,Duke University,5,0
5,07/04/2014,5,5,3,0,5,4,5,5,Duke University,5,0
5,04/10/2014,5,4,5,0,5,4,5,5,Duke University,5,0
5,04/05/2014,5,4,5,0,4,4,5,5,Duke University,5,0
5,04/05/2014,5,4,5,0,5,5,5,5,Duke University,5,0
5,03/14/2014,5,5,5,0,5,5,5,5,Duke University,5,0
5,03/09/2014,5,4,5,0,4,4,5,5,Duke University,5,0
5,12/18/2013,5,5,5,0,5,5,5,5,Duke University,5,1
5,11/14/2013,5,4,5,0,5,5,5,5,Duke University,5,0
4,10/30/2013,5,3,4,0,4,4,5,5,Duke University,5,0
5,10/11/2013,5,4,5,0,5,5,5,5,Duke University,5,0
4,10/09/2013,5,1,3,0,4,3,3,4,Duke University,5,0
3,10/08/2013,3,3,3,0,3,3,5,3,Duke University,3,0
5,07/08/2013,5,4,4,0,5,4,1,5,Duke University,5,0
5,05/28/2013,5,4,5,0,5,4,5,5,Duke University,5,0
5,04/25/2013,5,5,5,0,5,4,5,5,Duke University,5,0
5,04/04/2013,3,5,5,0,5,5,5,5,Duke University,4,0
5,01/03/2013,4,3,5,1,5,4,5,5,Duke University,5,0
5,01/03/2013,4,3,4,0,5,4,5,5,Duke University,4,0
5,12/20/2012,5,3,5,0,5,5,5,5,Duke University,5,0
5,12/16/2012,5,5,5,0,5,4,5,5,Duke University,5,0
5,12/01/2012,5,4,5,0,5,4,5,5,Duke University,5,0
5,11/12/2012,5,5,5,0,5,5,5,5,Duke University,5,0
5,11/02/2012,5,5,5,0,5,5,5,5,Duke University,5,0
5,10/29/2012,5,3,5,0,5,5,5,5,Duke University,5,0
5,06/18/2012,5,5,5,0,5,5,5,5,Duke University,5,0
5,06/09/2012,5,5,4,0,5,5,5,5,Duke University,5,0
5,05/09/2012,5,5,5,0,5,4,5,5,Duke University,5,0
5,05/05/2012,5,5,4,0,5,5,5,5,Duke University,5,0
5,05/03/2012,5,4,5,0,4,5,5,5,Duke University,5,0
1,04/24/2012,4,3,1,1,5,3,1,2,Duke University,5,0
4,04/24/2012,5,4,4,0,4,4,5,5,Duke University,5,0
5,04/12/2012,5,3,5,0,5,4,5,5,Duke University,5,0
5,04/11/2012,5,5,5,0,4,4,5,5,Duke University,5,0
5,04/09/2012,5,3,4,0,4,3,5,5,Duke University,5,0
5,03/28/2012,5,3,4,0,5,5,5,5,Duke University,5,0
5,03/26/2012,5,3,5,0,5,4,5,5,Duke University,5,0
3,02/24/2012,3,1,2,0,3,3,3,4,Duke University,3,0
3,02/20/2012,5,4,4,0,4,5,5,5,Duke University,5,0
5,02/19/2012,5,4,5,0,5,4,5,5,Duke University,5,0
4,01/12/2012,5,1,4,0,5,4,5,5,Duke University,5,0
4,12/20/2011,4,3,3,0,4,2,5,4,Duke University,4,0
5,11/30/2011,5,4,5,0,5,4,5,5,Duke University,5,0
3,11/15/2011,5,4,5,0,5,4,5,4,Duke University,5,0
4,11/15/2011,4,5,5,0,5,3,5,5,Duke University,5,0
5,11/14/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,11/14/2011,5,4,5,0,5,5,5,5,Duke University,5,0
5,11/12/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,11/07/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,11/04/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,11/01/2011,5,3,4,0,5,4,5,4,Duke University,5,0
5,10/27/2011,5,4,5,0,5,3,5,5,Duke University,5,0
5,10/27/2011,5,3,5,0,4,4,5,4,Duke University,5,0
5,10/25/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,10/24/2011,5,4,4,0,5,5,5,5,Duke University,5,0
5,09/30/2011,5,4,5,0,4,5,5,5,Duke University,5,0
5,09/26/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,09/26/2011,5,5,5,0,5,5,5,5,Duke University,5,0
5,08/31/2011,5,4,5,0,5,5,5,5,Duke University,5,0
4,08/29/2011,4,4,5,0,3,3,5,5,Duke University,4,0
5,08/27/2011,5,3,5,0,5,4,5,5,Duke University,5,0
2,08/12/2011,4,2,3,0,3,2,3,3,Duke University,4,0
5,08/10/2011,5,4,4,0,5,4,5,5,Duke University,5,0
3,08/09/2011,4,3,2,0,3,2,1,3,Duke University,4,0
4,08/08/2011,5,3,4,0,5,3,5,4,Duke University,5,0
